Gen,No.,Pokémon,Biome,Excluded,Time,Weather,Context,Preset,Requirements,Bucket,Weight,Lv. Min,Lv. Max,canSeeSky,Hitbox W,Hitbox H,Hitbox Fixed
4,446,Munchlax,Aether,,any,any,grounded,Natural,near Saccharine Trees; light ≥8,uncommon,1.68,24,39,,0.7,1.05,FALSE
4,446,Munchlax,Overworld,,any,any,grounded,Natural,near Saccharine Trees; light ≥8,uncommon,1.68,24,39,,0.7,1.05,FALSE
4,447,Riolu,Mountain,,any,any,grounded,"Natural, Wild",light ≥8; ×0.25 night,rare,7.5,4,29,,0.8,1.3,FALSE
4,447,Riolu,Aether,,any,any,grounded,Natural,light ≥8,rare,7.5,4,29,,0.8,1.3,FALSE
4,448,Lucario,Mountain,,any,any,grounded,"Natural, Wild",light ≥8; ×0.25 night,rare,2.5,24,53,,0.85,2.8,FALSE
4,448,Lucario,Aether,,any,any,grounded,Natural,light ≥8,rare,2.5,24,53,,0.85,2.8,FALSE
4,449,Hippopotas,Desert,,any,any,grounded,"Natural, Wild",light ≥8; ×5 rain,common,1.8,8,33,,0.7,1,FALSE
4,450,Hippowdon,Desert,,any,any,grounded,"Natural, Wild",light ≥8; ×5 rain,common,0.2,34,53,,2.2,1.9,FALSE
4,451,Skorupi,Badlands,,any,any,grounded,"Natural, Wild",light ≥8; ×1.5 night,common,1.8,8,33,,1.1,1.2,FALSE
4,451,Skorupi,Desert,,any,any,grounded,"Natural, Wild",light ≥8; ×1.5 night,common,1.8,8,33,,1.1,1.2,FALSE
4,451,Skorupi,Swamp,,any,any,grounded,"Natural, Wild",light ≥8; ×1.5 night,common,1.8,8,33,,1.1,1.2,FALSE
4,452,Drapion,Badlands,,any,any,grounded,"Natural, Wild",light ≥8; ×1.5 night,common,0.2,40,50,,1.8,1.6,FALSE
4,452,Drapion,Desert,,any,any,grounded,"Natural, Wild",light ≥8; ×1.5 night,common,0.2,40,50,,1.8,1.6,FALSE
4,452,Drapion,Swamp,,any,any,grounded,"Natural, Wild",light ≥8; ×1.5 night,common,0.2,40,50,,1.8,1.6,FALSE
4,453,Croagunk,Jungle,,any,any,grounded,"Natural, Wild",light ≥8; ×5 rain,common,1.8,5,30,,1.1,1.5,FALSE
4,453,Croagunk,Swamp,,any,any,grounded,"Natural, Wild",light ≥8; ×5 rain,common,1.8,5,30,,1.1,1.5,FALSE
4,454,Toxicroak,Jungle,,any,any,grounded,"Natural, Wild",light ≥8; ×5 rain,common,0.2,37,49,,1.1,2.05,FALSE
4,454,Toxicroak,Swamp,,any,any,grounded,"Natural, Wild",light ≥8; ×5 rain,common,0.2,37,49,,1.1,2.05,FALSE
4,455,Carnivine,Skyroot Forest,,any,any,grounded,"Natural, Treetop, Foliage",light ≥8,uncommon,10,20,45,,1.1,2.1,FALSE
4,455,Carnivine,Skyroot Woodland,,any,any,grounded,"Natural, Treetop, Foliage",light ≥8,uncommon,10,20,45,,1.1,2.1,FALSE
4,455,Carnivine,Swamp,,any,any,grounded,"Natural, Treetop, Foliage",light ≥8,uncommon,10,20,45,,1.1,2.1,FALSE
4,455,Carnivine,Lush,,any,any,grounded,Natural,light ≤7,uncommon,2,20,45,,1.1,2.1,FALSE
4,455,Carnivine,Overworld,Lush,any,any,grounded,Natural,Y -41..9; light ≤7; at: Shipwreck Coves/lush Shipwreck Cove,uncommon,2,20,45,,1.1,2.1,FALSE
4,456,Finneon,Deep Ocean,,any,any,submerged,Water,Y ≤48,common,9,8,33,TRUE,0.8,0.5,FALSE
4,456,Finneon,Ocean,,any,any,fishing,,,common,9,8,33,TRUE,0.8,0.5,FALSE
4,456,Finneon,Deep Ocean,,any,any,submerged,Water,Y ≤48; light ≥8,common,9,8,33,FALSE,0.8,0.5,FALSE
4,456,Finneon,Ocean,,any,any,fishing,,light ≥8,common,9,8,33,FALSE,0.8,0.5,FALSE
4,456,Finneon,Overworld,,any,any,submerged,Water,Y -60..13; at: Shipwreck Coves/submerged Shipwreck Cove,common,9,8,33,FALSE,0.8,0.5,FALSE
4,456,Finneon,Overworld,,any,any,fishing,,Y -60..13; at: Shipwreck Coves/submerged Shipwreck Cove,common,9,8,33,FALSE,0.8,0.5,FALSE
4,457,Lumineon,Deep Ocean,,any,any,submerged,Water,Y ≤48,common,1,31,46,TRUE,1,1,FALSE
4,457,Lumineon,Ocean,,any,any,fishing,,,common,1,31,46,TRUE,1,1,FALSE
4,457,Lumineon,Deep Ocean,,any,any,submerged,Water,Y ≤48; light ≥8,common,1,31,46,FALSE,1,1,FALSE
4,457,Lumineon,Ocean,,any,any,fishing,,light ≥8,common,1,31,46,FALSE,1,1,FALSE
4,457,Lumineon,Overworld,,any,any,submerged,Water,Y -60..13; at: Shipwreck Coves/submerged Shipwreck Cove,common,1,31,46,FALSE,1,1,FALSE
4,457,Lumineon,Overworld,,any,any,fishing,,Y -60..13; at: Shipwreck Coves/submerged Shipwreck Cove,common,1,31,46,FALSE,1,1,FALSE
4,458,Mantyke,Lukewarm Ocean,,any,any,submerged,Water,Y ≥48,uncommon,8.4,10,35,TRUE,1,1,FALSE
4,458,Mantyke,Warm Ocean,,any,any,submerged,Water,Y ≥48,uncommon,8.4,10,35,TRUE,1,1,FALSE
4,458,Mantyke,Ocean,"Cold Ocean, Frozen Ocean",any,any,fishing,,,uncommon,8.4,10,35,TRUE,1,1,FALSE
4,458,Mantyke,Ocean,"Cold Ocean, Frozen Ocean",any,any,fishing,,fishing: lure 1; ×0.6,common,9,10,35,TRUE,1,1,FALSE
4,458,Mantyke,Lukewarm Ocean,,any,any,submerged,Water,Y ≥48; light ≥8,uncommon,8.4,10,35,FALSE,1,1,FALSE
4,458,Mantyke,Warm Ocean,,any,any,submerged,Water,Y ≥48; light ≥8,uncommon,8.4,10,35,FALSE,1,1,FALSE
4,458,Mantyke,Ocean,"Cold Ocean, Frozen Ocean",any,any,fishing,,light ≥8,uncommon,8.4,10,35,FALSE,1,1,FALSE
4,458,Mantyke,Ocean,"Cold Ocean, Frozen Ocean",any,any,fishing,,light ≥8; fishing: lure 1; ×0.6,common,9,10,35,FALSE,1,1,FALSE
4,459,Snover,Snowy Taiga,,any,any,grounded,Natural,,common,7,7,32,,1,1,FALSE
4,459,Snover,Snowy Forest,,any,any,grounded,Natural,,common,7,7,32,,1,1,FALSE
4,460,Abomasnow,Snowy Taiga,,any,any,grounded,Natural,,uncommon,7,42,55,,1,1,FALSE
4,460,Abomasnow,Snowy Forest,,any,any,grounded,Natural,,uncommon,7,42,55,,1,1,FALSE
4,461,Weavile,Taiga,,any,any,grounded,"Natural, Wild",light ≥8; ×0.25 day,uncommon,0.8,38,51,,0.55,1.35,FALSE
4,462,Magnezone,Overworld,Deep Dark,any,any,grounded,Redstone,,uncommon,0.8,42,54,,1.5,1.6,FALSE
4,462,Magnezone,Sandy,,any,any,grounded,Natural,light ≥8; ×5 thunder,common,0.01,42,54,,1.5,1.6,FALSE
4,463,Lickilicky,Grassland,,any,any,grounded,Natural,light ≥8; ×0.25 night,uncommon,0.32,34,52,,1.4,2.6,FALSE
4,464,Rhyperior,Mountain,Cold,any,any,grounded,"Natural, Wild",light ≥8; ×0.25 night,common,0.01,44,54,,1.8,2.5,FALSE
4,464,Rhyperior,Savanna,Cold,any,any,grounded,"Natural, Wild",light ≥8; ×0.25 night,common,0.01,44,54,,1.8,2.5,FALSE
4,465,Tangrowth,Jungle,,any,any,grounded,"Natural, Wild",light ≥8,common,0.2,24,54,,0.9,1.2,FALSE
4,466,Electivire,Hills,,any,any,grounded,Natural,light ≥8; ×5 thunder,uncommon,0.016,45,54,,1,2.1,FALSE
4,466,Electivire,Plains,,any,any,grounded,Natural,light ≥8; ×5 thunder,uncommon,0.016,45,54,,1,2.1,FALSE
4,467,Magmortar,Hills,,any,clear,grounded,Natural,light ≥8,common,0.05,45,54,,1.3,2.1,FALSE
4,467,Magmortar,Volcanic,,any,clear,grounded,Natural,light ≥8,common,0.05,45,54,,1.3,2.1,FALSE
4,467,Magmortar,Nether Basalt,,any,any,grounded,Natural,,common,0.05,45,54,,1.3,2.1,FALSE
4,467,Magmortar,Nether Wasteland,,any,any,grounded,Natural,,common,0.05,45,54,,1.3,2.1,FALSE
4,468,Togekiss,Floral,"Plains, Spooky",day,clear,grounded,Natural,light ≥8,rare,0.125,36,55,,1.7,1.7,FALSE
4,468,Togekiss,Magical,"Plains, Spooky",day,clear,grounded,Natural,light ≥8,rare,0.125,36,55,,1.7,1.7,FALSE
4,468,Togekiss,Sky,"Plains, Spooky",day,clear,grounded,Natural,light ≥8,rare,0.125,36,55,,1.7,1.7,FALSE
4,468,Togekiss,Skyroot Grove,,any,any,grounded,Natural,light ≥8,rare,0.125,36,55,,1.7,1.7,FALSE
4,468,Togekiss,Skyroot Meadow,,any,any,grounded,Natural,light ≥8,rare,0.125,36,55,,1.7,1.7,FALSE
4,468,Togekiss,Floral Meadow,,any,any,grounded,,,rare,0.125,36,55,,1.7,1.7,FALSE
4,469,Yanmega,Freshwater,Freezing,day,clear,surface,Water,light ≥8,uncommon,0.96,33,52,,1.4,0.6,FALSE
4,469,Yanmega,Lush,,any,any,surface,Water,light ≤7,uncommon,0.32,33,52,,1.4,0.6,FALSE
4,469,Yanmega,The Bumblezone,,any,any,surface,Water,,uncommon,0.32,33,52,,1.4,0.6,FALSE
4,469,Yanmega,Overworld,Lush,any,any,surface,Water,Y -41..9; light ≤7; at: Shipwreck Coves/lush Shipwreck Cove,uncommon,0.32,33,52,,1.4,0.6,FALSE
4,469,Yanmega,Aether,,any,any,surface,Water,light ≥8,uncommon,0.96,33,52,,1.4,0.6,FALSE
4,470,Leafeon,Forest,"Freezing, Spooky",any,any,grounded,Natural,light ≥8,ultra-rare,1.2,28,53,,0.9,1.3,FALSE
4,470,Leafeon,Jungle,"Freezing, Spooky",any,any,grounded,Natural,light ≥8,ultra-rare,1.2,28,53,,0.9,1.3,FALSE
4,470,Leafeon,Skyroot Forest,"Freezing, Spooky",any,any,grounded,Natural,light ≥8,ultra-rare,1.2,28,53,,0.9,1.3,FALSE
4,470,Leafeon,Skyroot Woodland,"Freezing, Spooky",any,any,grounded,Natural,light ≥8,ultra-rare,1.2,28,53,,0.9,1.3,FALSE
4,470,Leafeon,Overworld,,any,any,grounded,"Natural, Urban",light ≥8,uncommon,0.025,28,53,,0.9,1.3,FALSE
4,470,Leafeon,Overworld,,any,any,grounded,Natural,light ≥8; at: Village,uncommon,0.025,28,53,,0.9,1.3,FALSE
4,470,Leafeon,Overworld,,any,any,grounded,Mansion,,uncommon,0.125,28,53,FALSE,0.9,1.3,FALSE
4,471,Glaceon,Freezing,,any,any,grounded,Natural,light ≥8,ultra-rare,1.2,28,53,,0.9,1.3,FALSE
4,471,Glaceon,Overworld,,any,any,grounded,"Natural, Urban",light ≥8,uncommon,0.025,28,53,,0.9,1.3,FALSE
4,471,Glaceon,Overworld,,any,any,grounded,Natural,light ≥8; at: Village,uncommon,0.025,28,53,,0.9,1.3,FALSE
4,471,Glaceon,Overworld,,any,any,grounded,Mansion,,uncommon,0.125,28,53,FALSE,0.9,1.3,FALSE
4,472,Gliscor,Badlands,,night,any,grounded,"Natural, Treetop",light ≥8,uncommon,0.48,38,51,,0.9,1.5,FALSE
4,472,Gliscor,Nether Mountain,,any,any,grounded,Natural,,common,0.1,38,51,,0.9,1.5,FALSE
4,473,Mamoswine,Tundra,,any,any,grounded,"Natural, Wild",light ≥8,common,0.1,40,53,,2.7,3.5,FALSE
4,474,Porygon Z,End,,any,any,grounded,,,rare,0.08,47,54,,0.9,1.85,FALSE
4,475,Gallade,Floral,,any,any,grounded,Natural,light ≥8,rare,0.0625,30,52,,0.6,2.25,FALSE
4,475,Gallade,Magical,,any,any,grounded,Natural,light ≥8,rare,0.0625,30,52,,0.6,2.25,FALSE
4,475,Gallade,Skyroot Grove,,any,any,grounded,Natural,light ≥8,rare,0.0625,30,52,,0.6,2.25,FALSE
4,475,Gallade,Skyroot Meadow,,any,any,grounded,Natural,light ≥8,rare,0.0625,30,52,,0.6,2.25,FALSE
4,475,Gallade,Snowy Forest,,any,any,grounded,Natural,light ≥8,rare,0.0625,30,52,,0.6,2.25,FALSE
4,475,Gallade,Overworld,,any,any,grounded,Natural,light ≥8; at: Village,rare,0.0125,30,52,,0.6,2.25,FALSE
4,475,Gallade,Overworld,,any,any,grounded,Mansion,,common,0.0025,30,52,FALSE,0.6,2.25,FALSE
4,476,Probopass,Overworld,Deep Dark,any,any,grounded,Natural,light ≤7,uncommon,0.48,33,53,,1.5,2,FALSE
4,477,Dusknoir,Spooky,,night,any,grounded,Natural,,common,0.03,41,53,,1.8,3.4,FALSE
4,477,Dusknoir,Nether Soul Sand,,any,any,grounded,Natural,,common,0.05,41,53,,1.8,3.4,FALSE
4,478,Froslass,Glacial,,any,rain,grounded,"Natural, Wild",light ≥8,uncommon,0.32,42,48,,1,2,FALSE
4,478,Froslass,Snowy,,any,any,grounded,Natural,Y ≥0; light ≤7,uncommon,0.4,42,48,,1,2,FALSE
4,478,Froslass,Tundra,,any,any,grounded,Natural,Y ≥0; light ≤7,uncommon,0.4,42,48,,1,2,FALSE
4,478,Froslass,Overworld,,any,any,grounded,Natural,light ≥1; at: Igloo,common,0.8,42,48,,1,2,FALSE
4,478,Froslass,Nether Frozen,,any,any,grounded,Natural,,uncommon,0.4,42,48,,1,2,FALSE
4,479,Rotom,Overworld,,any,any,grounded,,near Redstone Block/Repeater/Redstone Torch/Daylight Detector/Comparator/Redstone Ore/Redstone Lamp/Lightning Rod/Pc/Monitor/Healing Machine/Restoration Tank/Fossil Analyzer,rare,7,20,75,,0.55,1.3,FALSE
4,480,Uxie,,,any,any,grounded,,at: Custom Spawn,ultra-rare,0,40,65,,1,1,FALSE
4,481,Mesprit,,,any,any,grounded,,at: Custom Spawn,ultra-rare,0,40,65,,1,1,FALSE
4,482,Azelf,,,any,any,grounded,,at: Custom Spawn,ultra-rare,0,40,65,,1,1,FALSE
4,483,Dialga,,,any,any,grounded,,at: Custom Spawn,ultra-rare,0,70,70,,3,6.5,FALSE
4,484,Palkia,,,any,any,grounded,,at: Custom Spawn,ultra-rare,0,70,70,,2.5,6.5,FALSE
4,485,Heatran,,,any,any,grounded,,at: Custom Spawn,ultra-rare,0,50,65,FALSE,2.5,1.6,FALSE
4,486,Regigigas,,,any,any,grounded,,at: Custom Spawn,ultra-rare,0,70,80,,4,6.5,FALSE
4,487,Giratina Altered,,,any,any,grounded,,at: Custom Spawn,ultra-rare,0,75,95,,1,1,TRUE
4,488,Cresselia,,,any,any,grounded,,at: Custom Spawn,ultra-rare,0,40,65,,1,1,FALSE
4,489,Phione,,,any,any,submerged,,at: Custom Spawn,ultra-rare,0,50,50,,1,1,FALSE
4,490,Manaphy,,,any,any,submerged,,at: Custom Spawn,ultra-rare,0,50,50,,1,1,FALSE
4,491,Darkrai,,,any,any,grounded,,at: Custom Spawn/newmoon Island,ultra-rare,0,40,65,,1,1.5,FALSE
4,492,Shaymin Land,,,any,any,grounded,,at: Custom Spawn/flower Paradise,ultra-rare,0,50,55,,1,1,TRUE
4,493,Arceus,,,any,any,grounded,,at: Custom Spawn/sinnoh Temple,ultra-rare,0,70,70,,4,5,FALSE
5,494,Victini,Crimson Forest,,any,any,grounded,"Natural, Wild",,ultra-rare,0.6,50,50,,0.6,1,FALSE
5,495,Snivy,Jungle,,any,any,grounded,"Natural, Treetop",light ≥8,ultra-rare,6,5,31,,0.8,1.4,FALSE
5,496,Servine,Jungle,,any,any,grounded,"Natural, Treetop",light ≥8,ultra-rare,3.6,17,41,,0.9,1.7,FALSE
5,497,Serperior,Jungle,,any,any,grounded,"Natural, Treetop",light ≥8,ultra-rare,0.4,36,53,,1.4,1.85,FALSE
5,498,Tepig,Plains,,any,any,grounded,Natural,light ≥8,ultra-rare,6,5,31,,0.8,0.85,FALSE
5,498,Tepig,Nether Crimson,,any,any,grounded,Natural,,ultra-rare,6,5,31,,0.8,0.85,FALSE
5,498,Tepig,Nether Overgrowth,,any,any,grounded,Natural,,ultra-rare,6,5,31,,0.8,0.85,FALSE
5,499,Pignite,Plains,,any,any,grounded,Natural,light ≥8,ultra-rare,3.6,17,42,,1,1.5,FALSE
5,499,Pignite,Nether Crimson,,any,any,grounded,Natural,,ultra-rare,3.6,17,42,,1,1.5,FALSE
5,499,Pignite,Nether Overgrowth,,any,any,grounded,Natural,,ultra-rare,3.6,17,42,,1,1.5,FALSE
5,500,Emboar,Plains,,any,clear,grounded,Natural,light ≥8,ultra-rare,0.4,36,53,,1.35,2.2,FALSE
5,500,Emboar,Nether Crimson,,any,any,grounded,Natural,,ultra-rare,0.4,36,53,,1.35,2.2,FALSE
5,500,Emboar,Nether Overgrowth,,any,any,grounded,Natural,,ultra-rare,0.4,36,53,,1.35,2.2,FALSE
5,501,Oshawott,Beach,Freezing,any,any,grounded,Natural,light ≥8,ultra-rare,6,5,31,,0.9,1.25,FALSE
5,501,Oshawott,Beach,Freezing,any,any,surface,Water,light ≥8,ultra-rare,6,5,31,,0.9,1.25,FALSE
5,501,Oshawott,Beach,Cold,any,any,fishing,,light ≥8,ultra-rare,6,5,31,,0.9,1.25,FALSE
5,501,Oshawott,Ocean,Cold,any,any,fishing,,light ≥8,ultra-rare,6,5,31,,0.9,1.25,FALSE
5,501,Oshawott,Tropical Island,Cold,any,any,fishing,,light ≥8,ultra-rare,6,5,31,,0.9,1.25,FALSE
5,501,Oshawott (Hisui),Coast,Beach,any,any,grounded,Natural,light ≥8,ultra-rare,6,5,31,,0.9,1.25,FALSE
5,501,Oshawott (Hisui),Coast,Beach,any,any,surface,Water,light ≥8,ultra-rare,6,5,31,,0.9,1.25,FALSE
5,501,Oshawott (Hisui),Snowy Beach,,any,any,grounded,Natural,light ≥8,ultra-rare,6,5,31,,0.9,1.25,FALSE
5,501,Oshawott (Hisui),Snowy Beach,,any,any,surface,Water,light ≥8,ultra-rare,6,5,31,,0.9,1.25,FALSE
5,501,Oshawott (Hisui),Coast,Beach,any,any,fishing,,light ≥8,ultra-rare,6,5,31,,0.9,1.25,FALSE
5,501,Oshawott (Hisui),Cold Ocean,Beach,any,any,fishing,,light ≥8,ultra-rare,6,5,31,,0.9,1.25,FALSE
5,502,Dewott,Beach,Freezing,any,any,grounded,Natural,light ≥8,ultra-rare,3.6,17,41,,1,1.75,FALSE
5,502,Dewott,Beach,Freezing,any,any,surface,Water,light ≥8,ultra-rare,3.6,17,41,,1,1.75,FALSE
5,502,Dewott,Beach,Cold,any,any,fishing,,light ≥8,ultra-rare,3.6,17,41,,1,1.75,FALSE
5,502,Dewott,Ocean,Cold,any,any,fishing,,light ≥8,ultra-rare,3.6,17,41,,1,1.75,FALSE
5,502,Dewott,Tropical Island,Cold,any,any,fishing,,light ≥8,ultra-rare,3.6,17,41,,1,1.75,FALSE
5,502,Dewott (Hisui),Coast,Beach,any,any,grounded,Natural,light ≥8,ultra-rare,3.6,17,41,,1,1.75,FALSE
5,502,Dewott (Hisui),Coast,Beach,any,any,surface,Water,light ≥8,ultra-rare,3.6,17,41,,1,1.75,FALSE
5,502,Dewott (Hisui),Snowy Beach,,any,any,grounded,Natural,light ≥8,ultra-rare,3.6,17,41,,1,1.75,FALSE
5,502,Dewott (Hisui),Snowy Beach,,any,any,surface,Water,light ≥8,ultra-rare,3.6,17,41,,1,1.75,FALSE
5,502,Dewott (Hisui),Coast,Beach,any,any,fishing,,light ≥8,ultra-rare,3.6,17,41,,1,1.75,FALSE
5,502,Dewott (Hisui),Cold Ocean,Beach,any,any,fishing,,light ≥8,ultra-rare,3.6,17,41,,1,1.75,FALSE
5,503,Samurott,Beach,Freezing,any,any,grounded,Natural,light ≥8,ultra-rare,0.4,36,53,,1.6,2.2,FALSE
5,503,Samurott,Beach,Freezing,any,any,surface,Water,light ≥8,ultra-rare,0.4,36,53,,1.6,2.2,FALSE
5,503,Samurott,Beach,Cold,any,any,fishing,,light ≥8,ultra-rare,0.4,36,53,,1.6,2.2,FALSE
5,503,Samurott,Ocean,Cold,any,any,fishing,,light ≥8,ultra-rare,0.4,36,53,,1.6,2.2,FALSE
5,503,Samurott,Tropical Island,Cold,any,any,fishing,,light ≥8,ultra-rare,0.4,36,53,,1.6,2.2,FALSE
5,503,Samurott (Hisuian),Coast,Beach,any,any,grounded,Natural,light ≥8,ultra-rare,0.4,36,53,,1.6,2.2,FALSE
5,503,Samurott (Hisuian),Coast,Beach,any,any,surface,Water,light ≥8,ultra-rare,0.4,36,53,,1.6,2.2,FALSE
5,503,Samurott (Hisuian),Snowy Beach,,any,any,grounded,Natural,light ≥8,ultra-rare,0.4,36,53,,1.6,2.2,FALSE
5,503,Samurott (Hisuian),Snowy Beach,,any,any,surface,Water,light ≥8,ultra-rare,0.4,36,53,,1.6,2.2,FALSE
5,503,Samurott (Hisuian),Coast,Beach,any,any,fishing,,light ≥8,ultra-rare,0.4,36,53,,1.6,2.2,FALSE
5,503,Samurott (Hisuian),Cold Ocean,Beach,any,any,fishing,,light ≥8,ultra-rare,0.4,36,53,,1.6,2.2,FALSE
5,504,Patrat,Grassland,,any,any,grounded,Natural,light ≥8,common,9,1,26,,0.8,1.3,FALSE
5,505,Watchog,Grassland,,any,any,grounded,Natural,light ≥8,common,1,20,42,,0.8,2.55,FALSE
5,506,Lillipup,Overworld,Desert,any,any,grounded,Natural,light ≥8,common,5.4,3,28,,1,0.9,FALSE
5,506,Lillipup,Overworld,Desert,any,any,grounded,Natural,light ≥8; at: Village,common,5.4,3,28,,1,0.9,FALSE
5,507,Herdier,Overworld,Desert,any,any,grounded,Natural,light ≥8,common,0.54,16,37,,1,1.45,FALSE
5,507,Herdier,Overworld,Desert,any,any,grounded,Natural,light ≥8; at: Village,common,0.54,16,37,,1,1.45,FALSE
5,508,Stoutland,Overworld,Desert,any,any,grounded,Natural,light ≥8,common,0.06,32,50,,1.4,1.8,FALSE
5,508,Stoutland,Overworld,Desert,any,any,grounded,Natural,light ≥8; at: Village,common,0.06,32,50,,1.4,1.8,FALSE
5,509,Purrloin,Jungle,,night,clear,grounded,Natural,light ≥8,common,1.8,3,28,,0.65,1.7,FALSE
5,509,Purrloin,Swamp,,night,clear,grounded,Natural,light ≥8,common,1.8,3,28,,0.65,1.7,FALSE
5,509,Purrloin,Temperate,,night,clear,grounded,Natural,light ≥8,common,1.8,3,28,,0.65,1.7,FALSE
5,509,Purrloin,Savanna,,night,any,grounded,Natural,light ≥8,common,1.8,3,28,,0.65,1.7,FALSE
5,509,Purrloin,Overworld,"Arid, Freezing, Taiga",any,clear,grounded,"Natural, Urban",light ≥8; ×1.5 night,common,10,3,28,,0.65,1.7,FALSE
5,509,Purrloin,Overworld,"Arid, Freezing, Taiga",any,clear,grounded,Natural,light ≥8; at: Village; ×1.5 night,common,10,3,28,,0.65,1.7,FALSE
5,509,Purrloin,Savanna,,any,any,grounded,"Natural, Urban",light ≥8; ×1.5 night,common,10,3,28,,0.65,1.7,FALSE
5,509,Purrloin,Savanna,,any,any,grounded,Natural,light ≥8; at: Village; ×1.5 night,common,10,3,28,,0.65,1.7,FALSE
5,509,Purrloin,Overworld,,any,any,grounded,Mansion,,common,5.4,3,28,FALSE,0.65,1.7,FALSE
5,509,Purrloin,Overworld,,any,clear,grounded,Natural,light ≥8; at: Swamp Hut; ×1.5 night,common,54,3,28,,0.65,1.7,FALSE
5,510,Liepard,Jungle,,night,clear,grounded,Natural,light ≥8,common,0.2,20,45,,1.75,2.5,FALSE
5,510,Liepard,Swamp,,night,clear,grounded,Natural,light ≥8,common,0.2,20,45,,1.75,2.5,FALSE
5,510,Liepard,Temperate,,night,clear,grounded,Natural,light ≥8,common,0.2,20,45,,1.75,2.5,FALSE
5,510,Liepard,Savanna,,night,any,grounded,Natural,light ≥8,common,0.2,20,45,,1.75,2.5,FALSE
5,510,Liepard,Overworld,"Arid, Freezing, Taiga",any,clear,grounded,"Natural, Urban",light ≥8; ×1.5 night,common,1,20,45,,1.75,2.5,FALSE
5,510,Liepard,Overworld,"Arid, Freezing, Taiga",any,clear,grounded,Natural,light ≥8; at: Village; ×1.5 night,common,1,20,45,,1.75,2.5,FALSE
5,510,Liepard,Savanna,,any,any,grounded,"Natural, Urban",light ≥8; ×1.5 night,common,1,20,45,,1.75,2.5,FALSE
5,510,Liepard,Savanna,,any,any,grounded,Natural,light ≥8; at: Village; ×1.5 night,common,1,20,45,,1.75,2.5,FALSE
5,510,Liepard,Overworld,,any,any,grounded,Mansion,,common,0.6,20,45,FALSE,1.75,2.5,FALSE
5,510,Liepard,Overworld,,any,clear,grounded,Natural,light ≥8; at: Swamp Hut; ×1.5 night,common,6,20,45,,1.75,2.5,FALSE
5,511,Pansage,Jungle,,any,any,grounded,"Natural, Treetop, Wild",light ≥8; ×0.25 night,uncommon,8.4,7,32,,1,1.4,FALSE
5,511,Pansage,Tropical Island,,any,any,grounded,"Natural, Treetop, Wild",light ≥8; ×0.25 night,uncommon,8.4,7,32,,1,1.4,FALSE
5,511,Pansage,Forest,,any,any,grounded,"Natural, Treetop, Wild",light ≥8; ×0.25 night,uncommon,1.68,7,32,,1,1.4,FALSE
5,511,Pansage,Skyroot Forest,,any,any,grounded,"Natural, Treetop",light ≥8,uncommon,1.68,7,32,,1,1.4,FALSE
5,511,Pansage,Skyroot Woodland,,any,any,grounded,"Natural, Treetop",light ≥8,uncommon,1.68,7,32,,1,1.4,FALSE
5,512,Simisage,Jungle,,any,any,grounded,"Natural, Treetop, Wild",light ≥8; ×0.25 night,uncommon,1.6,27,50,,0.94,2.3,FALSE
5,512,Simisage,Tropical Island,,any,any,grounded,"Natural, Treetop, Wild",light ≥8; ×0.25 night,uncommon,1.6,27,50,,0.94,2.3,FALSE
5,512,Simisage,Forest,,any,any,grounded,"Natural, Treetop, Wild",light ≥8; ×0.25 night,uncommon,0.32,27,50,,0.94,2.3,FALSE
5,512,Simisage,Skyroot Forest,,any,any,grounded,"Natural, Treetop",light ≥8,uncommon,0.32,27,50,,0.94,2.3,FALSE
5,512,Simisage,Skyroot Woodland,,any,any,grounded,"Natural, Treetop",light ≥8,uncommon,0.32,27,50,,0.94,2.3,FALSE
5,513,Pansear,Jungle,,any,any,grounded,"Natural, Treetop, Wild",light ≥8; ×0.25 night,uncommon,8.4,7,32,,1,1.4,FALSE
5,513,Pansear,Tropical Island,,any,any,grounded,"Natural, Treetop, Wild",light ≥8; ×0.25 night,uncommon,8.4,7,32,,1,1.4,FALSE
5,513,Pansear,Volcanic,,any,any,grounded,"Natural, Treetop, Wild",light ≥8; ×0.25 night,uncommon,1.68,7,32,,1,1.4,FALSE
5,514,Simisear,Jungle,,any,any,grounded,"Natural, Treetop, Wild",light ≥8; ×0.25 night,uncommon,1.6,27,50,,0.94,1.83,FALSE
5,514,Simisear,Tropical Island,,any,any,grounded,"Natural, Treetop, Wild",light ≥8; ×0.25 night,uncommon,1.6,27,50,,0.94,1.83,FALSE
5,514,Simisear,Volcanic,,any,any,grounded,"Natural, Treetop, Wild",light ≥8; ×0.25 night,uncommon,0.32,27,50,,0.94,1.83,FALSE
5,515,Panpour,Jungle,,any,any,grounded,"Natural, Treetop, Wild",light ≥8; ×0.25 night,uncommon,8.4,7,32,,1,1.4,FALSE
5,515,Panpour,Tropical Island,,any,any,grounded,"Natural, Treetop, Wild",light ≥8; ×0.25 night,uncommon,8.4,7,32,,1,1.4,FALSE
5,515,Panpour,River,Freezing,any,any,grounded,"Natural, Treetop, Wild",light ≥8; ×0.25 night,uncommon,1.68,7,32,,1,1.4,FALSE
5,516,Simipour,Jungle,,any,any,grounded,"Natural, Treetop, Wild",light ≥8; ×0.25 night,uncommon,1.6,27,50,,0.85,2,FALSE
